files_num,best_flair_images,best_t1w_images,best_t1wce_images,best_t2w_images
792,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00792/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00792/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00792/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00792/T2w/Image-14.dcm
419,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00419/FLAIR/Image-25.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00419/T1w/Image-103.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00419/T1wCE/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00419/T2w/Image-26.dcm
414,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00414/FLAIR/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00414/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00414/T1wCE/Image-128.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00414/T2w/Image-41.dcm
46,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00046/FLAIR/Image-63.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00046/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00046/T1wCE/Image-63.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00046/T2w/Image-192.dcm
778,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00778/FLAIR/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00778/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00778/T1wCE/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00778/T2w/Image-191.dcm
550,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00550/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00550/T1w/Image-152.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00550/T1wCE/Image-158.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00550/T2w/Image-96.dcm
631,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00631/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00631/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00631/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00631/T2w/Image-208.dcm
417,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00417/FLAIR/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00417/T1w/Image-123.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00417/T1wCE/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00417/T2w/Image-35.dcm
596,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00596/FLAIR/Image-40.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00596/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00596/T1wCE/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00596/T2w/Image-58.dcm
824,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00824/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00824/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00824/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00824/T2w/Image-17.dcm
538,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00538/FLAIR/Image-76.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00538/T1w/Image-206.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00538/T1wCE/Image-207.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00538/T2w/Image-84.dcm
760,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00760/FLAIR/Image-69.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00760/T1w/Image-90.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00760/T1wCE/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00760/T2w/Image-238.dcm
820,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00820/FLAIR/Image-41.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00820/T1w/Image-42.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00820/T1wCE/Image-42.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00820/T2w/Image-17.dcm
380,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00380/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00380/T1w/Image-113.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00380/T1wCE/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00380/T2w/Image-36.dcm
607,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00607/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00607/T1w/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00607/T1wCE/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00607/T2w/Image-94.dcm
604,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00604/FLAIR/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00604/T1w/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00604/T1wCE/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00604/T2w/Image-229.dcm
316,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00316/FLAIR/Image-39.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00316/T1w/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00316/T1wCE/Image-126.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00316/T2w/Image-39.dcm
581,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00581/FLAIR/Image-45.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00581/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00581/T1wCE/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00581/T2w/Image-42.dcm
36,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00036/FLAIR/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00036/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00036/T1wCE/Image-44.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00036/T2w/Image-171.dcm
387,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00387/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00387/T1w/Image-126.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00387/T1wCE/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00387/T2w/Image-40.dcm
143,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00143/FLAIR/Image-48.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00143/T1w/Image-23.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00143/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00143/T2w/Image-52.dcm
657,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00657/FLAIR/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00657/T1w/Image-85.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00657/T1wCE/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00657/T2w/Image-185.dcm
128,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00128/FLAIR/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00128/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00128/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00128/T2w/Image-13.dcm
544,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00544/FLAIR/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00544/T1w/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00544/T1wCE/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00544/T2w/Image-207.dcm
121,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00121/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00121/T1w/Image-25.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00121/T1wCE/Image-53.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00121/T2w/Image-28.dcm
777,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00777/FLAIR/Image-133.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00777/T1w/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00777/T1wCE/Image-60.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00777/T2w/Image-152.dcm
19,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00019/FLAIR/Image-82.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00019/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00019/T1wCE/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00019/T2w/Image-304.dcm
63,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00063/FLAIR/Image-143.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00063/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00063/T1wCE/Image-71.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00063/T2w/Image-39.dcm
655,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00655/FLAIR/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00655/T1w/Image-98.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00655/T1wCE/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00655/T2w/Image-215.dcm
504,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00504/FLAIR/Image-75.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00504/T1w/Image-183.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00504/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00504/T2w/Image-232.dcm
781,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00781/FLAIR/Image-42.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00781/T1w/Image-42.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00781/T1wCE/Image-44.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00781/T2w/Image-17.dcm
136,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00136/FLAIR/Image-40.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00136/T1w/Image-21.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00136/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00136/T2w/Image-21.dcm
493,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00493/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00493/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00493/T1wCE/Image-172.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00493/T2w/Image-213.dcm
389,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00389/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00389/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00389/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00389/T2w/Image-34.dcm
8,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00008/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00008/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00008/T1wCE/Image-81.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00008/T2w/Image-86.dcm
723,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00723/FLAIR/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00723/T1w/Image-194.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00723/T1wCE/Image-188.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00723/T2w/Image-172.dcm
694,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00694/FLAIR/Image-79.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00694/T1w/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00694/T1wCE/Image-82.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00694/T2w/Image-195.dcm
623,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00623/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00623/T1w/Image-84.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00623/T1wCE/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00623/T2w/Image-183.dcm
510,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00510/FLAIR/Image-76.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00510/T1w/Image-94.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00510/T1wCE/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00510/T2w/Image-207.dcm
431,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00431/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00431/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00431/T1wCE/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00431/T2w/Image-29.dcm
261,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00261/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00261/T1w/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00261/T1wCE/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00261/T2w/Image-27.dcm
732,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00732/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00732/T1w/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00732/T1wCE/Image-77.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00732/T2w/Image-185.dcm
5,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00005/FLAIR/Image-139.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00005/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00005/T1wCE/Image-50.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00005/T2w/Image-230.dcm
108,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00108/FLAIR/Image-50.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00108/T1w/Image-350.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00108/T1wCE/Image-285.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00108/T2w/Image-126.dcm
628,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00628/FLAIR/Image-71.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00628/T1w/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00628/T1wCE/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00628/T2w/Image-221.dcm
625,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00625/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00625/T1w/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00625/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00625/T2w/Image-219.dcm
640,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00640/FLAIR/Image-66.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00640/T1w/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00640/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00640/T2w/Image-213.dcm
97,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00097/FLAIR/Image-179.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00097/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00097/T1wCE/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00097/T2w/Image-161.dcm
308,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00308/FLAIR/Image-25.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00308/T1w/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00308/T1wCE/Image-82.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00308/T2w/Image-30.dcm
371,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00371/FLAIR/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00371/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00371/T1wCE/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00371/T2w/Image-39.dcm
286,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00286/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00286/T1w/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00286/T1wCE/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00286/T2w/Image-37.dcm
100,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00100/FLAIR/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00100/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00100/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00100/T2w/Image-18.dcm
583,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00583/FLAIR/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00583/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00583/T1wCE/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00583/T2w/Image-12.dcm
201,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00201/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00201/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00201/T1wCE/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00201/T2w/Image-36.dcm
680,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00680/FLAIR/Image-130.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00680/T1w/Image-94.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00680/T1wCE/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00680/T2w/Image-126.dcm
132,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00132/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00132/T1w/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00132/T1wCE/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00132/T2w/Image-57.dcm
716,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00716/FLAIR/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00716/T1w/Image-98.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00716/T1wCE/Image-95.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00716/T2w/Image-219.dcm
336,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00336/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00336/T1w/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00336/T1wCE/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00336/T2w/Image-39.dcm
320,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00320/FLAIR/Image-27.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00320/T1w/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00320/T1wCE/Image-91.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00320/T2w/Image-34.dcm
1005,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01005/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01005/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01005/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01005/T2w/Image-14.dcm
472,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00472/FLAIR/Image-78.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00472/T1w/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00472/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00472/T2w/Image-200.dcm
254,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00254/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00254/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00254/T1wCE/Image-104.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00254/T2w/Image-33.dcm
807,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00807/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00807/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00807/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00807/T2w/Image-13.dcm
549,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00549/FLAIR/Image-76.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00549/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00549/T1wCE/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00549/T2w/Image-205.dcm
554,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00554/FLAIR/Image-144.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00554/T1w/Image-23.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00554/T1wCE/Image-151.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00554/T2w/Image-199.dcm
714,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00714/FLAIR/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00714/T1w/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00714/T1wCE/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00714/T2w/Image-112.dcm
704,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00704/FLAIR/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00704/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00704/T1wCE/Image-190.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00704/T2w/Image-268.dcm
626,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00626/FLAIR/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00626/T1w/Image-91.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00626/T1wCE/Image-93.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00626/T2w/Image-249.dcm
610,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00610/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00610/T1w/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00610/T1wCE/Image-87.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00610/T2w/Image-210.dcm
545,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00545/FLAIR/Image-79.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00545/T1w/Image-198.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00545/T1wCE/Image-200.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00545/T2w/Image-101.dcm
386,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00386/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00386/T1w/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00386/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00386/T2w/Image-31.dcm
160,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00160/FLAIR/Image-29.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00160/T1w/Image-115.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00160/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00160/T2w/Image-35.dcm
52,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00052/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00052/T1w/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00052/T1wCE/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00052/T2w/Image-308.dcm
